"","Date","Defensive_Portfolio_weekly_rebalance_portfolio_Return","Aggressive_Portfolio_weekly_rebalance_portfolio_Return"
"1",2014-09-03,0.00361055909917107,0.000786847207690844
"2",2014-09-04,-0.00517870798698084,-0.00327935879238528
"3",2014-09-05,0.0110653681609405,0.00271792082377509
"4",2014-09-08,-0.00410695027658869,-0.00462562459657678
"5",2014-09-09,-0.00810903907023042,-0.0107655076351726
"6",2014-09-10,-0.00182000152881501,0.0018956622289239
"7",2014-09-11,0.00454388305046893,0.00220886402945686
"8",2014-09-12,-0.0153735204692799,-0.00752005387717702
"9",2014-09-15,-3.60555787148886e-06,-0.00894621132459217
"10",2014-09-16,0.0100980434789222,0.00495402621305341
"11",2014-09-17,-0.00240376898164518,0.000325420252561992
"12",2014-09-18,-0.00371185597377333,0.00646913570938801
"13",2014-09-19,0.00224369151499504,-0.00775520820722053
"14",2014-09-22,-0.00868549144208974,-0.0160889329414409
"15",2014-09-23,-0.00548894563270452,-0.00525743144507218
"16",2014-09-24,0.00191246856720606,0.00873663223608934
"17",2014-09-25,-0.00611905592817896,-0.01765675203079
"18",2014-09-26,0.00433116722096627,0.0093555701769843
"19",2014-09-29,0.00177054661531439,-0.00222949991261823
"20",2014-09-30,0.000164151295879433,-0.00590499379760656
"21",2014-10-01,0.00018645539365969,-0.0214433967880949
"22",2014-10-02,0.00256026437333801,0.00273217399348202
"23",2014-10-03,0.00425522231447761,0.00413224240948762
"24",2014-10-06,0.000265471296215125,-0.00638141150748783
"25",2014-10-07,-0.00375253641127482,-0.0241485161629359
"26",2014-10-08,0.0233155257406881,0.0131149561227732
"27",2014-10-09,-0.00889811251060935,-0.0383620861814927
"28",2014-10-10,0.0044926952443769,-0.0299581814550312
"29",2014-10-13,0.00192210026885853,-0.0247236388224386
"30",2014-10-14,0.0159132125300943,-0.00120917451981739
"31",2014-10-15,-0.00380915186227504,-0.00574735700009388
"32",2014-10-16,-0.00649598508143623,0.0174824857859279
"33",2014-10-17,0.000423008624409027,0.0146012019735882
"34",2014-10-20,0.0165579455400764,0.00830322484156198
"35",2014-10-21,0.00649893310939342,0.0307032499028281
"36",2014-10-22,-0.000216975937061492,-0.0180576785907198
"37",2014-10-23,-0.000106962797487009,0.0170607863958241
"38",2014-10-24,0.00567579779001104,0.00562074791590961
"39",2014-10-27,0.00370050305007852,-0.00702048550772827
"40",2014-10-28,0.00530584943963053,0.0195599317351705
"41",2014-10-29,-0.00568595689006812,0.00503109138611713
"42",2014-10-30,0.011857481006184,-0.00436507520369878
"43",2014-10-31,0.00134691433721956,0.0235559193128996
"44",2014-11-03,0.00811027906333361,-0.0008137577515267
"45",2014-11-04,-0.00168041141555575,-0.00974573136555645
"46",2014-11-05,0.00739037321697245,0.0090677402516417
"47",2014-11-06,-0.0100998202566062,0.0042676127742558
"48",2014-11-07,0.00711142782914154,0.00152740671843454
"49",2014-11-10,0.00189063632961006,-0.00388406111568607
"50",2014-11-11,0.00169854177099849,0.00144532890505777
"51",2014-11-12,-0.0108631788243548,-0.00119736479598653
"52",2014-11-13,-0.00367111731350389,-0.00646949648065198
"53",2014-11-14,-0.00263426400021827,0.00374579185172785
"54",2014-11-17,0.00654714634786302,-0.00420059543145745
"55",2014-11-18,0.00371022802231269,0.00659963047753842
"56",2014-11-19,-0.00448392638243111,-0.000792948695379048
"57",2014-11-20,-0.00135894895197075,0.0107239144598386
"58",2014-11-21,0.00262333385640567,0.0140108687541101
"59",2014-11-24,-0.00355589585723737,0.00365646907248562
"60",2014-11-25,-0.000777461450288119,-0.00568713860974701
"61",2014-11-26,0.00666209046393051,-0.000503613363125321
"62",2014-11-28,0.00841574440782833,-0.0295977622749808
"63",2014-12-01,0.00339729096329489,-0.014736539293923
"64",2014-12-02,0.00394682541889524,0.00867698435451358
"65",2014-12-03,0.0023213655976595,0.0171529397674655
"66",2014-12-04,0.00031626624991854,-0.00849096880585964
"67",2014-12-05,-0.00490189742869374,0.00203350842933525
"68",2014-12-08,0.00736260121344157,-0.0246717288123131
"69",2014-12-09,0.00472042323536104,0.00524646719130395
"70",2014-12-10,-0.00739820883991005,-0.0308358514947978
"71",2014-12-11,0.00772245750957445,-0.00209266663999197
"72",2014-12-12,-0.0103377188609549,-0.0212225610657876
"73",2014-12-15,-0.00996362326769462,-0.0112049583894835
"74",2014-12-16,-0.00253268864320477,-0.00435401548244685
"75",2014-12-17,0.017487196395622,0.0279706880010056
"76",2014-12-18,0.0196221252927768,0.0263171046995929
"77",2014-12-19,0.0011699075466336,0.0162725429731563
"78",2014-12-22,0.00399664924970722,0.000200495325088479
"79",2014-12-23,0.00321811870221622,0.00958083551146505
"80",2014-12-24,0.0095406087142631,-0.00451334674896231
"81",2014-12-26,0.00652959458536428,0.00161520481770916
"82",2014-12-29,0.00715354396233758,0.00321798660436845
"83",2014-12-30,-0.012384496744993,-0.0050702887901598
"84",2014-12-31,-0.0161518499773123,-0.00950510934834703
"85",2015-01-02,0.00465868836401051,0.0000646122905503255
"86",2015-01-05,-0.0044089136556964,-0.0324496241427275
"87",2015-01-06,0.00633978702122806,-0.0153846622208154
"88",2015-01-07,0.0135165327103637,0.00657190498374671
"89",2015-01-08,0.007761971813673,0.0236002098689385
"90",2015-01-09,-0.00252651771820844,-0.00337792254384406
"91",2015-01-12,-0.00130076370353793,-0.0208221707174623
"92",2015-01-13,0.00153740181540529,-0.00841517591643548
"93",2015-01-14,0.00542939370567486,-0.0125513267971664
"94",2015-01-15,0.0095281524471218,-0.0167109674270468
"95",2015-01-16,0.013624927161398,0.0112794115663468
"96",2015-01-20,0.00561233126995053,-0.00388921894314576
"97",2015-01-21,0.00381093386486531,0.0181666558152511
"98",2015-01-22,0.00646137997943774,0.0147511700684251
"99",2015-01-23,-0.00202938787419193,-0.00281047890661523
"100",2015-01-26,0.00377977797009477,0.0135170800250126
"101",2015-01-27,-0.000217259111606638,-0.014543380985258
"102",2015-01-28,-0.00866065578184561,-0.0282829749260916
"103",2015-01-29,0.00872175399823893,0.00723142806223454
"104",2015-01-30,-0.0162325922020917,-0.0152709239406159
"105",2015-02-02,0.00302361088416481,0.0263216620245816
"106",2015-02-03,0.000736126294409667,0.0282673171521803
"107",2015-02-04,-0.00185424216621111,-0.00250209282046077
"108",2015-02-05,0.00854408211539148,0.0227944041002854
"109",2015-02-06,-0.0281253868742324,-0.00107299352931811
"110",2015-02-09,-0.0076060389827447,0.00270814821098142
"111",2015-02-10,0.0123418941052125,0.00718870253293313
"112",2015-02-11,-0.00928915393507601,-0.000366891212809972
"113",2015-02-12,0.00194957694134268,0.0217200125899244
"114",2015-02-13,-0.00648806954825165,0.0126908269384873
"115",2015-02-17,-0.00266441235290937,0.00519804627642761
"116",2015-02-18,0.0176488924488727,-0.00689452442719218
"117",2015-02-19,-0.0108045641112769,0.000747575972909864
"118",2015-02-20,0.00562460275348808,0.0053474966044238
"119",2015-02-23,0.00709819277973534,-0.00199665645179836
"120",2015-02-24,-0.00125209189192088,0.000285174608195993
"121",2015-02-25,-0.00745529685998314,-0.0000106720035509822
"122",2015-02-26,-0.00687676732908094,-0.00750563710009444
"123",2015-02-27,-0.000713789907161533,-0.000236610011606464
"124",2015-03-02,-0.00924775937382138,0.00732242329095012
"125",2015-03-03,0.000967632588897871,-0.00788202370177138
"126",2015-03-04,-0.00446982081256098,-0.00519120697770281
"127",2015-03-05,0.00741904804248272,-0.00347592662694474
"128",2015-03-06,-0.0311325067536611,-0.0176200662689082
"129",2015-03-09,0.00302669354879148,-0.00338444364686796
"130",2015-03-10,-0.00598357055221188,-0.0219545678388208
"131",2015-03-11,-0.00184845057145755,-0.000986480317016869
"132",2015-03-12,0.014135655843782,0.00445990441780886
"133",2015-03-13,-0.00764974379848926,-0.00603825409442504
"134",2015-03-16,0.0124040452890628,0.00786703698967495
"135",2015-03-17,-0.00368701711966579,-0.00792441124349896
"136",2015-03-18,0.0178375343021686,0.0104508847359517
"137",2015-03-19,-0.00370830052656701,-0.00647877395273111
"138",2015-03-20,0.0117772688527802,0.010536339249035
"139",2015-03-23,0.000674448582419718,-0.00587399840221536
"140",2015-03-24,-0.010558063575017,-0.007277559889869
"141",2015-03-25,-0.0106499644225418,-0.0161164224913432
"142",2015-03-26,-0.00540548175846389,0.00166039461407941
"143",2015-03-27,0.00612553901800994,-0.00443935715665744
"144",2015-03-30,0.010286168274044,0.0170370661986254
"145",2015-03-31,-0.00660882751723346,-0.0096874216932441
"146",2015-04-01,0.0033304991773413,0.000358271595124249
"147",2015-04-02,0.00162340753482138,0.00741400951739246
"148",2015-04-06,0.00780301116606141,0.0147493310793652
"149",2015-04-07,-0.00832500487715349,-0.00271259358543885
"150",2015-04-08,-0.000660972161072193,0.00228834642362941
"151",2015-04-09,-0.00476922756779252,0.0118618720902546
"152",2015-04-10,0.00536295498826522,0.00747087353728881
"153",2015-04-13,-0.00664783073001751,-0.00288466824726175
"154",2015-04-14,0.00802112664180066,0.000727521871522363
"155",2015-04-15,-0.00182436264557218,0.0197978407364656
"156",2015-04-16,-0.00112866838389403,-0.000197165063900218
"157",2015-04-17,-0.00609198220208751,-0.0139713471609362
"158",2015-04-20,0.0063878004546325,0.00805495522123501
"159",2015-04-21,-0.00469796023034241,-0.00998261829552327
"160",2015-04-22,-0.000542700097451054,0.00517694471278585
"161",2015-04-23,0.00292269951899016,0.000378479747494165
"162",2015-04-24,0.00717077425098944,-0.00172239720963852
"163",2015-04-27,-0.00711906707295284,-0.000786455477933545
"164",2015-04-28,0.00657501444232444,0.0051422133199388
"165",2015-04-29,-0.00808098770624299,-0.00571811604566541
"166",2015-04-30,-0.010999335255913,-0.00988143730551616
"167",2015-05-01,0.00439897888101792,0.00998082518440868
"168",2015-05-04,0.00396470034851149,0.00623934939008741
"169",2015-05-05,-0.0170654753796488,-0.0133388736294304
"170",2015-05-06,-0.00270092624618157,-0.00293643285276135
"171",2015-05-07,0.00813986596941341,-0.00474513874511173
"172",2015-05-08,0.00731983965605298,0.00869019913646962
"173",2015-05-11,-0.00271211917497738,-0.00827320371705298
"174",2015-05-12,0.00036276227538079,-0.00187230938209137
"175",2015-05-13,-0.00611615825025391,0.00160279149884146
"176",2015-05-14,0.0151618287919359,0.00365476229894846
"177",2015-05-15,0.00816575930524133,-0.00345499821106288
"178",2015-05-18,0.0005359191265355,0.00407313258571174
"179",2015-05-19,-0.000885467238393889,-0.012400862127376
"180",2015-05-20,0.00369560582578954,0.00376442776107
"181",2015-05-21,-0.00411388880495756,0.00499423935923438
"182",2015-05-22,-0.00194629351384301,-0.00409896413165522
"183",2015-05-26,-0.00618959217143222,-0.0162186146369394
"184",2015-05-27,0.00853695449084091,0.0100743285533118
"185",2015-05-28,-5.16273073247753e-06,-0.00390830033883272
"186",2015-05-29,-0.0039769132655143,-0.0104802126129091
"187",2015-06-01,0.000870812925102937,-0.0013979066422336
"188",2015-06-02,-0.0115248303377394,0.00826580907974117
"189",2015-06-03,-0.0106077428475293,0.0018877221431246
"190",2015-06-04,-0.00317786522608554,-0.0055380227538494
"191",2015-06-05,-0.013382330076164,0.00594752492827832
"192",2015-06-08,-0.00100720321365044,-0.0162846996894871
"193",2015-06-09,-0.0054261890148547,-0.000841698585817396
"194",2015-06-10,0.00228061196674845,0.0140066160894645
"195",2015-06-11,0.00667538587681626,0.000535498826652381
"196",2015-06-12,-0.00532136347507228,-0.00827023764499935
"197",2015-06-15,-0.00187841093257557,-0.00753976765179865
"198",2015-06-16,0.0056044538023603,0.00629373528539556
"199",2015-06-17,0.00761055360155027,0.00201327400114049
"200",2015-06-18,0.0115870466282637,0.005123200657011
"201",2015-06-19,-0.0065178760161253,-0.00477361918527852
"202",2015-06-22,-0.00159485475253529,0.00523180115517508
"203",2015-06-23,-0.00753582267283293,0.0018564691894023
"204",2015-06-24,-0.00648536997381066,-0.0100978025157099
"205",2015-06-25,-0.00337597109846877,-0.0101823593696453
"206",2015-06-26,0.00497563956588243,-0.0110840408799018
"207",2015-06-29,-0.0115758796213513,-0.0317943504755801
"208",2015-06-30,0.00172173026661038,0.00406573788706743
"209",2015-07-01,0.0107291315632365,-0.000659290525199197
"210",2015-07-02,0.0105704037903416,0.00309349343499687
"211",2015-07-06,0.00378021526844319,-0.0139674686337892
"212",2015-07-07,0.0167969406119868,-0.00306536986315498
"213",2015-07-08,-0.00253079706942372,-0.0320897524044046
"214",2015-07-09,-0.00456497102209796,0.00256168624119524
"215",2015-07-10,0.00885712790684412,0.00422175513093626
"216",2015-07-13,-0.000533933227180428,0.00905206769605882
"217",2015-07-14,-0.000790162885121792,0.0134667164579443
"218",2015-07-15,0.000293658140137154,-0.0148810306779696
"219",2015-07-16,0.0106970732796856,-0.00186134494198753
"220",2015-07-17,-0.0102205743896117,-0.011372096822128
"221",2015-07-20,-0.00681816298900884,-0.0140589581637002
"222",2015-07-21,-0.00464108138918917,-0.000170571653274609
"223",2015-07-22,0.00375293249627706,-0.0102563728078332
"224",2015-07-23,-0.010664663237348,-0.00941183195841355
"225",2015-07-24,0.000956718002262491,-0.0284021077760358
"226",2015-07-27,0.00635783848010285,-0.0177131707638725
"227",2015-07-28,0.00547384507767901,0.0313527549302992
"228",2015-07-29,0.00404191842236234,0.0169108186673153
"229",2015-07-30,0.00587276958692828,0.000661989386121276
"230",2015-07-31,0.00561431601796203,-0.0106226401694418
"231",2015-08-03,0.002017021308794,0.000866473329462547
"232",2015-08-04,-0.00586524141604838,-0.00273101325610847
"233",2015-08-05,0.0043907952561788,-0.00346735484489935
"234",2015-08-06,0.00345572109934644,-0.00234701786399794
"235",2015-08-07,0.00519115017860816,-0.00316331132383152
"236",2015-08-10,0.00182915240476422,0.0234697014733338
"237",2015-08-11,0.00372512724603125,-0.0257420794043046
"238",2015-08-12,0.0119574772337268,0.00026035168692462
"239",2015-08-13,-0.00228190081320223,-0.0163247280322404
"240",2015-08-14,0.00764662476448286,-0.000505207511819927
"241",2015-08-17,0.0056435191672648,0.005695835651224
"242",2015-08-18,-0.00183037728976865,-0.00631384464178597
"243",2015-08-19,0.00267391846318632,-0.0197435647434251
"244",2015-08-20,-0.00244228538474622,-0.0324473271574998
"245",2015-08-21,-0.0145350060060008,-0.025398297361139
"246",2015-08-24,-0.0417075949861333,-0.0479469073556456
"247",2015-08-25,-0.0250287779077669,-0.0206226265599206
"248",2015-08-26,0.0205962069164398,0.0298401592799318
"249",2015-08-27,0.0167010716322269,0.0521180465183466
"250",2015-08-28,0.000204437309617722,0.00957935713978153
"251",2015-08-31,-0.0130040922330857,0.000362323670431763
"252",2015-09-01,-0.0191046277281143,-0.0427715392977631
"253",2015-09-02,0.0086546089635946,0.0163303604586638
"254",2015-09-03,0.00498932164739285,0.00527218974262578
"255",2015-09-04,-0.0147694915764784,-0.0155464587900985
"256",2015-09-08,0.0199267662147984,0.0287132572382198
"257",2015-09-09,-0.012166215120755,-0.0162173749143626
"258",2015-09-10,0.00137462751713513,0.00138096904480145
"259",2015-09-11,0.0124670680401855,0.00174465286455816
"260",2015-09-14,-0.00118892527474956,-0.00875914233661501
"261",2015-09-15,0.00682015677196501,0.0103893322126427
"262",2015-09-16,0.011672140198163,0.0224954500810759
"263",2015-09-17,0.00844745738371322,-0.00782004277928128
"264",2015-09-18,-0.00309732828729681,-0.0319784318268426
"265",2015-09-21,0.00551532794128584,0.000015279724999484
"266",2015-09-22,-0.0120095476178911,-0.0242746102050547
"267",2015-09-23,0.00549811768309794,-0.0181921023606615
"268",2015-09-24,0.00775494695300716,0.000478770042386722
"269",2015-09-25,0.00937123230139369,0.000285409838045592
"270",2015-09-28,-0.0119059149118032,-0.0419863661420666
"271",2015-09-29,0.00140693930850189,0.0103745919885494
"272",2015-09-30,0.0137225177838569,0.0307670239206539
"273",2015-10-01,-0.00760228530185281,-0.00124140024987152
"274",2015-10-02,0.0126525455176387,0.0388550462573665
"275",2015-10-05,0.0134045117425212,0.0333017644197175
"276",2015-10-06,-0.010971919110931,0.0174537991928907
"277",2015-10-07,0.001825079709175,0.0221761667273692
"278",2015-10-08,0.0110482688995091,0.0211397560109081
"279",2015-10-09,-0.00238467426305122,0.00104767453990773
"280",2015-10-12,0.00840169771485,-0.0150745015095883
"281",2015-10-13,-0.0055920309111126,-0.00935886013488951
"282",2015-10-14,-0.000780342295045422,0.00649865233705582
"283",2015-10-15,0.0107640637511823,0.0135707695559528
